accuracy,macro_f1,weighted_f1,adjacent_accuracy,qwk,model,cv,macro_f1_fold_sd,weighted_f1_fold_sd,weighted_f1_ci_low,weighted_f1_ci_high,macro_f1_perm_p
0.44763860369609854,0.15460992907801419,0.2768374910801404,0.8685831622176592,0.0,majority class,grouped,0.006648792945616347,0.028980520723774713,,,
0.4455852156057495,0.19105413105413105,0.3092386083761854,0.8603696098562629,0.023025567720346918,topic id (one-hot),grouped,0.00957717806170387,0.02305644129210683,,,
0.44763860369609854,0.22191141542930312,0.3344547517984223,0.8542094455852156,0.07806195177506103,topic mixture,ungrouped,0.029298395701200405,0.028972589074703913,,,
0.4414784394250513,0.22104493971501643,0.33298347461473654,0.8603696098562629,0.09675199868374795,topic mixture,grouped,0.01737397024815339,0.024388270315755245,0.28435785414193876,0.38143762163358536,0.07960199004975124
0.2792607802874743,0.2593641005063064,0.26796240605191,0.6981519507186859,0.09500241655395658,topic mixture (class-weighted),grouped,0.022086388502824163,0.03159802227115106,,,
