language,corpus,scenario,n,n_levels,n_topics,true_v,n_rep_ncx2,n_rep_bootstrap,n_boot,coverage_ncx2,coverage_normal,coverage_percentile,coverage_basic
de,apa_lha,observed_joint,3299,2,15,0.07913661515259303,1000,120,120,0.958,0.9583333333333334,0.9083333333333333,0.7333333333333333
de,apa_lha,independence_same_margins,3299,2,15,1.2027410343145883e-16,1000,120,120,0.947,0.85,0.6333333333333333,0.38333333333333336
de,deplain_apa_doc,observed_joint,966,2,13,0.12678526645736513,1000,120,120,0.972,0.9583333333333334,0.925,0.7916666666666666
de,deplain_apa_doc,independence_same_margins,966,2,13,1.306358423526197e-16,1000,120,120,0.959,0.7916666666666666,0.625,0.4666666666666667
de,elg_cefr_de,observed_joint,509,6,15,0.2632636790241386,1000,120,120,0.92,0.875,0.8333333333333334,0.2916666666666667
de,elg_cefr_de,independence_same_margins,509,6,15,4.2006250799324215e-17,1000,120,120,0.959,0.7166666666666667,0.0,0.23333333333333334
de,merlin_de,observed_joint,1031,6,8,0.36573926971690957,1000,120,120,0.96,0.975,0.95,0.85
de,merlin_de,independence_same_margins,1031,6,8,7.595500661447137e-17,1000,120,120,0.945,0.7333333333333333,0.03333333333333333,0.4
