corpus,n,n_levels,v,ci_lo,ci_hi,ci_method,boot_sd,perm_p,perm_p_label,chi2_p,v_matched_n_mean,v_matched_n_sd,v_matched_n_lo,v_matched_n_hi,epsilon_squared,min_detectable_v_80pct,power_sim_type_i_error,boot_bias,ci_lo_bootstrap_normal,ci_hi_bootstrap_normal,ci_lo_percentile,ci_hi_percentile,perm_p_holm
merlin_de,1031,6,0.35719526642515387,0.3289366722080565,0.38423911722739645,noncentral chi-square inversion,0.01439273333389547,0.0001999600079984003,< 2.0e-04,1.6674014848387958e-122,0.36022627309488575,0.019156346416945753,0.3284157136276148,0.4113153851250991,0.4872872132452512,0.10254302906309908,0.05,0.00768547343086784,0.32898602745162964,0.3854045053986781,0.33917135855327024,0.3957208669432461,0.0007998400319936012
elg_cefr_de,509,6,0.20533803030195877,0.159554132115805,0.24926946514236017,noncentral chi-square inversion,0.01973094541492456,0.0001999600079984003,< 2.0e-04,3.7959327000182086e-11,0.20533803030195885,8.347567755646915e-17,0.20533803030195877,0.20533803030195877,0.18330542157781549,0.1383916505738534,0.05,0.0431773616149794,0.16666608790778092,0.2440099726961366,0.2101648483031905,0.2879171810491817,0.0007998400319936012
deplain_apa_doc,966,2,0.0603576491179489,0.0,0.1480218085503076,noncentral chi-square inversion,0.0390963447837156,0.19716056788642272,1.97e-01,0.21382446625566587,0.04920997356919054,0.04706368880510722,0.0,0.13637915407333576,0.0036850956537167663,0.1379573470973328,0.05,0.051686451176949366,0.0,0.13698507682119188,0.0,0.1783738810926905,0.21755648870225955
apa_lha,3299,2,0.04492459061914619,0.0,0.08977486236278093,noncentral chi-square inversion,0.021688277405092615,0.10877824435112977,1.09e-01,0.11065907315219811,0.05577276680091032,0.05918879698351496,0.0,0.18178473487507896,0.0020262081373489615,0.0797712300893595,0.05,0.03182939941179504,0.0024163480184508507,0.08743283321984154,0.028612303617989877,0.11724006608709465,0.21755648870225955
