corpus,features,n,n_topics_used,n_topic_components,n_cross_topic_pairs,status,random_weighted_f1,topic_grouped_weighted_f1,random_qwk,topic_grouped_qwk,drop_weighted_f1,drop_qwk
merlin_de,topic mixture,1027,8,8,0,ok,0.5614002855341113,0.46343154564043165,0.7420853100794492,0.6232266498813732,0.0979687398936796,0.118858660198076
merlin_de,full text (TF-IDF),1027,8,8,0,ok,0.6289243111797033,0.6094516846233704,0.7946643692595243,0.757932193337946,0.01947262655633286,0.03673217592157829
merlin_de,word count only,1027,8,8,0,ok,0.6439542431610692,0.6279324845070139,0.7954936584378209,0.7809067276848104,0.016021758654055307,0.01458693075301054
merlin_de,surface features,1027,8,8,0,ok,0.6566257010976826,0.6452596264749814,0.8102758981168859,0.8035780947349885,0.011366074622701228,0.006697803381897405
