accuracy,macro_f1,weighted_f1,adjacent_accuracy,qwk,model,cv,macro_f1_fold_sd,weighted_f1_fold_sd,weighted_f1_ci_low,weighted_f1_ci_high,macro_f1_perm_p
0.4497846683893196,0.10341413181242078,0.27908454590411436,0.8902670111972437,0.0,majority class,grouped,0.0008256878868895553,0.005439330241433045,,,
0.48458225667527993,0.22978265091131225,0.44722050587641005,0.9362618432385874,0.34465591903128234,topic id (one-hot),grouped,0.009823320298560175,0.01686500973435115,,,
0.5023255813953489,0.2572676947662824,0.4787088295998675,0.9522825150732127,0.35779431220834823,topic mixture,ungrouped,0.00655776164289128,0.012888689011704138,,,
0.5083548664944014,0.26032884586486715,0.48457944001833086,0.9526270456503014,0.36923413196611865,topic mixture,grouped,0.007050311928782203,0.011045067863470048,0.4713569310094575,0.49704359226020406,0.004975124378109453
0.41808785529715764,0.31782620616321733,0.4407518298595492,0.846167097329888,0.3370536076418974,topic mixture (class-weighted),grouped,0.016141146772995312,0.003595013576311267,,,
