accuracy,macro_f1,weighted_f1,adjacent_accuracy,qwk,model,cv,macro_f1_fold_sd,weighted_f1_fold_sd,weighted_f1_ci_low,weighted_f1_ci_high,macro_f1_perm_p
0.3222979552093476,0.09749631811487482,0.15711431984432114,0.9055501460564752,0.0,majority class,grouped,0.002557308138474771,0.009590148499581752,,,
0.555014605647517,0.33906332975080256,0.5067525920606941,0.9298928919182083,0.6195266680466431,topic id (one-hot),grouped,0.005807127300203334,0.010504562100848278,,,
0.5968841285296982,0.38745363198045835,0.5628349486496835,0.9834469328140214,0.7400598637145223,topic mixture,ungrouped,0.011442962276883377,0.013227573548764497,,,
0.5998052580331061,0.3867509364873662,0.5614002855341113,0.9844206426484907,0.7420853100794492,topic mixture,grouped,0.017108798275180293,0.014580766967490227,0.5304813069700574,0.5936280208377465,0.004975124378109453
0.45861733203505356,0.40603813425527563,0.4797010834420423,0.9474196689386563,0.725154584606501,topic mixture (class-weighted),grouped,0.02076298614296456,0.01524843426803571,,,
