accuracy,macro_f1,weighted_f1,adjacent_accuracy,qwk,model
0.39112627986348125,0.21434516749228702,0.32645169597171486,0.8102389078498293,0.3205571107867671,topic_mixture_random
0.28532423208191127,0.2237529718333513,0.2732740942576743,0.6518771331058021,0.27567632389118635,topic_mixture_topic_grouped
0.46484641638225255,0.2600436510145478,0.38911529143425055,0.8696245733788396,0.5061757455807498,tfidf_random
0.4150170648464164,0.2014472988833845,0.32892654759860734,0.8539249146757679,0.4226444320911511,tfidf_topic_grouped
