corpus,features,n,n_topics_used,n_topic_components,n_cross_topic_pairs,status,random_weighted_f1,topic_grouped_weighted_f1,random_qwk,topic_grouped_qwk,drop_weighted_f1,drop_qwk
elg_cefr_en,topic mixture,711,15,15,0,ok,0.3224806376806493,0.2678107452497884,0.4024615912596351,0.29215448179949044,0.0546698924308609,0.11030710946014466
elg_cefr_en,full text (TF-IDF),711,15,15,0,ok,0.43621033437670137,0.33512799503299673,0.6037815538007858,0.47854640980735563,0.10108233934370464,0.12523514399343016
elg_cefr_en,word count only,711,15,15,0,ok,0.43856342419426225,0.3763793472632064,0.6764544556989798,0.6398654108226101,0.062184076931055876,0.036589044876369714
elg_cefr_en,surface features,711,15,15,0,ok,0.5440549836210917,0.5273098267758753,0.7835893379551813,0.7753868970487808,0.01674515684521638,0.008202440906400432
